IPI ID;UniProt Accession
IPI00414282;-
IPI00414283;P02751
IPI00414303;-
IPI00414455;-
IPI00414467;Q5KU26
IPI00414694;P39060
IPI00414696;P22626
IPI00414747;-
IPI00414888;O75144
IPI00414896;O00584
IPI00414984;-
IPI00415032;Q92823
IPI00415033;-
IPI00418121;Q9Y6N7
IPI00418138;-
IPI00418153;-
IPI00418157;-
IPI00418163;-
IPI00418179;-
IPI00418183;O43556
IPI00418262;P09972
IPI00418376;-
IPI00418391;-
IPI00418411;-
IPI00418433;-
IPI00418446;Q13510
IPI00418465;P16070
IPI00418531;Q6ZMI3
IPI00418544;Q4G0T1
IPI00418813;-
IPI00418960;Q9ULP0
IPI00419219;P16070
IPI00419262;-
IPI00419311;-
IPI00419384;-
IPI00419424;-
IPI00419425;-
IPI00419453;-
IPI00419463;-
IPI00419585;P62937
IPI00419590;Q9BQ16
IPI00419595;Q9NZ53
IPI00419630;-
IPI00419648;-
IPI00419724;Q9NPR2
IPI00419833;O60814
IPI00419883;Q9ULW5
IPI00420061;Q7Z7G8
IPI00420062;-
IPI00423445;-
IPI00423461;-
IPI00423463;P01857
IPI00423464;-
IPI00423466;-
IPI00425976;Q9BXJ4
IPI00426007;-
IPI00426051;-
IPI00426056;-
IPI00426057;-
IPI00426062;-
IPI00426069;-
IPI00426070;-
IPI00427759;-
IPI00430079;Q9UPP1
IPI00430804;-
IPI00430806;-
IPI00430808;-
IPI00430820;-
IPI00430822;-
IPI00430823;-
IPI00430824;-
IPI00430826;-
IPI00430839;-
IPI00430840;-
IPI00430842;-
IPI00430844;-
IPI00430847;-
IPI00430848;-
IPI00430856;-
IPI00431531;-
IPI00431645;-
IPI00431656;-
IPI00431738;Q9NZN1
IPI00432405;Q6UX73
IPI00432626;-
IPI00432724;-
IPI00433478;-
IPI00433678;-
IPI00434467;-
IPI00434755;-
IPI00435020;P13591
IPI00437593;-
IPI00439446;-
IPI00439447;-
IPI00439491;-
IPI00440192;-
IPI00440493;P25705
IPI00440577;-
IPI00441042;-
IPI00441043;-
IPI00441196;-
IPI00441515;-
IPI00442168;-
IPI00442230;-
IPI00442294;-
IPI00442297;-
IPI00442298;Q9P121
IPI00442299;Q9ULB1
IPI00442909;-
IPI00442911;-
IPI00443478;P14136
IPI00444378;-
IPI00445211;-
IPI00445227;P43121
IPI00445690;-
IPI00445742;-
IPI00446210;-
IPI00446339;Q14BN4
IPI00446503;-
IPI00446534;-
IPI00446856;-
IPI00447449;-
IPI00448707;-
IPI00448792;-
IPI00448800;-
IPI00448845;-
IPI00448880;-
IPI00448925;-
IPI00448938;-
IPI00448950;-
IPI00448984;-
IPI00448985;-
IPI00448996;-
IPI00449450;-
IPI00450309;-
IPI00450768;Q04695
IPI00450931;-
IPI00450961;-
IPI00450962;-
IPI00451624;Q9NQ79
IPI00451625;Q9NQ79
IPI00451626;Q9NQ79
IPI00451977;Q86UX2
IPI00452748;-
IPI00453459;-
IPI00453473;P62805
IPI00453476;-
IPI00454722;-
IPI00454724;-
IPI00454725;-
IPI00454733;-
IPI00454960;-
IPI00454963;-
IPI00455176;P11362
IPI00455296;-
IPI00455383;Q00610
IPI00455423;-
IPI00455460;-
IPI00455477;Q6ZTA4
IPI00455535;-
IPI00455552;-
IPI00455689;-
IPI00455739;Q8NES3
IPI00455889;-
IPI00455927;-
IPI00456429;P62987
IPI00456619;-
IPI00456623;Q96GW7
IPI00456624;Q96GW7
IPI00456631;O60341
IPI00456637;-
IPI00456736;-
IPI00456772;-
IPI00456969;Q14204
IPI00457156;-
IPI00457171;-
IPI00464979;Q9P2R7
IPI00464980;O75182
IPI00465016;O00391
IPI00465028;-
IPI00465038;P98095
IPI00465042;Q8NFY4
IPI00465044;Q9P258
IPI00465070;P68431
IPI00465123;O43299
IPI00465145;-
IPI00465184;-
IPI00465186;P10586
IPI00465248;P06733
IPI00465255;Q96NZ9
IPI00465260;-
IPI00465296;Q96QU8
IPI00465313;-
IPI00465315;P99999
IPI00465325;Q96FE5
IPI00465374;-
IPI00465439;P04075
IPI00470495;Q8IYF3
IPI00470535;-
IPI00470575;O94856
IPI00470653;-
IPI00470716;P05408
IPI00470798;-
IPI00470804;-
IPI00470819;-
IPI00471951;Q07000
IPI00471957;-
IPI00471965;-
IPI00472011;Q92859
IPI00472035;Q29960
IPI00472102;-
IPI00472104;Q8NES3
IPI00472112;P13746
IPI00472125;-
IPI00472151;P30447
IPI00472186;-
IPI00472202;-
IPI00472249;Q92932
IPI00472282;P30492
IPI00472334;-
IPI00472345;-
IPI00472448;P13746
IPI00472466;-
IPI00472605;P30501
IPI00472607;-
IPI00472610;-
IPI00472612;-
IPI00472711;-
IPI00472724;Q5VTE0
IPI00472736;Q09160
IPI00472762;-
IPI00472867;Q29836
IPI00472882;P01891
IPI00472892;-
IPI00472918;-
IPI00472961;-
IPI00473015;-
IPI00473056;-
IPI00473066;-
IPI00473097;-
IPI00473119;-
IPI00473131;-
IPI00473134;Q16653
IPI00473141;-
IPI00476999;-
IPI00477156;-
IPI00477172;-
IPI00477233;-
IPI00477336;-
IPI00477365;-
IPI00477432;-
IPI00477450;-
IPI00477452;-
IPI00477484;-
IPI00477495;P57053
IPI00477522;-
IPI00477531;-
IPI00477597;P00739
IPI00477644;-
IPI00477687;-
IPI00477747;Q6MZW2
IPI00477751;-
IPI00477770;-
IPI00477785;-
IPI00477796;-
IPI00477942;O94856
IPI00477987;-
IPI00477992;P02746
IPI00478003;P01023
IPI00478026;-
IPI00478097;-
IPI00478109;-
IPI00478162;-
IPI00478205;-
IPI00478241;-
IPI00478292;-
IPI00478417;Q96B86
IPI00478438;-
IPI00478462;-
IPI00478467;-
IPI00478493;-
IPI00478600;-
IPI00478731;-
IPI00478742;-
IPI00478761;-
IPI00478853;-
IPI00478874;O00560
IPI00478890;Q9BQ16
IPI00478995;-
IPI00479016;Q8IWV2
IPI00479031;-
IPI00479084;-
IPI00479107;-
IPI00479116;P22792
IPI00479143;O95613
IPI00479164;-
IPI00479169;-
IPI00479250;-
IPI00479252;-
IPI00479319;-
IPI00479398;-
IPI00479403;-
IPI00479461;-
IPI00479489;-
IPI00479497;-
IPI00479514;-
IPI00479524;-
IPI00479531;-
IPI00479579;-
IPI00479708;P01871
IPI00479723;P02751
IPI00479747;-
IPI00479758;Q9NY47
IPI00479805;-
IPI00479834;-
IPI00479848;-
IPI00479902;-
IPI00479925;-
IPI00479928;-
IPI00479936;-
IPI00479942;Q96JF0
IPI00479981;-
IPI00479992;-
IPI00480016;-
IPI00480034;-
IPI00480035;-
IPI00480098;-
IPI00480142;Q13620
IPI00480182;-
IPI00480183;-
IPI00480187;Q9UPP1
IPI00480192;-
IPI00000144;P01178
IPI00000436;Q9UJ99
IPI00000627;-
IPI00000832;P01213
IPI00000868;P42679
IPI00001352;-
IPI00001485;O95972
IPI00001639;Q14974
IPI00001707;Q9NPI1
IPI00001790;Q9P278
IPI00001985;Q9P253
IPI00002208;Q96FJ0
IPI00002283;Q9P2K9
IPI00002293;Q9Y6H5
IPI00002353;-
IPI00002373;-
IPI00002551;Q9UJX5
IPI00002579;-
IPI00002606;Q9Y6U3
IPI00002818;Q9UBX7
IPI00002968;O96033
IPI00003016;Q9NRL3
IPI00003052;Q5TC63
IPI00003168;O60256
IPI00003176;Q92743
IPI00003269;Q562R1
IPI00003648;Q15223
IPI00003697;-
IPI00003834;Q86VR8
IPI00003971;Q16799
IPI00004065;Q93070
IPI00004084;Q99941
IPI00004344;Q9UHB7
IPI00004367;Q9H0Q3
IPI00004557;-
IPI00004671;Q14789
IPI00004712;O60921
IPI00004962;O00461
IPI00004970;O75691
IPI00005036;P52756
IPI00005123;P52797
IPI00005416;Q14157
IPI00005537;-
IPI00005634;Q6PGP7
IPI00005826;O95714
IPI00006005;Q9UHT4
IPI00006006;O94886
IPI00006093;-
IPI00006099;Q14692
IPI00006482;P05023
IPI00006556;Q7L0X0
IPI00006653;O75185
IPI00006775;-
IPI00007049;Q9Y3D5
IPI00007122;Q5TB80
IPI00007199;Q9UK55
IPI00007295;-
IPI00007322;Q13901
IPI00007800;Q9UKU9
IPI00007810;P11801
IPI00007941;O94992
IPI00008285;Q9UBU6
IPI00008533;Q9ULZ9
IPI00008577;P03971
IPI00008603;P62736
IPI00009054;P13497
IPI00009101;Q6ZRS2
IPI00009329;P46939
IPI00009342;P46940
IPI00009410;Q9BZQ6
IPI00009439;P21579
IPI00009673;Q9H902
IPI00009724;Q5THR3
IPI00009794;Q9BRK5
IPI00009812;Q9NYK1
IPI00010118;Q86YD1
IPI00010154;P31150
IPI00010241;-
IPI00010295;P15169
IPI00010471;P13796
IPI00010796;P07237
IPI00010948;Q12899
IPI00011063;P56730
IPI00011072;Q9BXT2
IPI00011167;Q9BXI6
IPI00011232;Q9P1Z2
IPI00011301;-
IPI00011547;Q13075
IPI00011899;Q13145
IPI00012058;P23560
IPI00012347;Q9NR99
IPI00012366;O95450
IPI00012505;Q9BYE2
IPI00012545;O43493
IPI00012832;Q13361
IPI00012857;O43525
IPI00012902;O43581
IPI00012948;Q99075
IPI00012989;O00754
IPI00013212;P41240
IPI00013397;-
IPI00013404;Q13485
IPI00013415;P62081
IPI00013621;Q9BU02
IPI00013827;Q13571
IPI00013897;O14672
IPI00013929;P15923
IPI00013988;Q13017
IPI00014255;Q15051
IPI00014898;Q15149
IPI00014939;Q9NPJ1
IPI00015117;Q13753
IPI00015130;O43903
IPI00015135;O43909
IPI00015343;P21453
IPI00015720;Q9NXB0
IPI00015793;Q86US8
IPI00015811;Q15283
IPI00016356;-
IPI00016576;Q6ISB3
IPI00016666;P25713
IPI00017231;Q9GZP1
IPI00017297;P43243
IPI00017704;Q14019
IPI00017855;Q99798
IPI00018352;P09936
IPI00018364;P61225
IPI00018398;P17980
IPI00018511;-
IPI00018680;-
IPI00018805;Q9NVL8
IPI00018829;Q9H254
IPI00019017;O60478
IPI00019090;Q14993
IPI00019157;Q6UVK1
IPI00019159;-
IPI00019169;-
IPI00019190;Q99972
IPI00019533;Q15782
IPI00019599;Q13404
IPI00019770;-
IPI00019954;Q15828
IPI00019977;P29083
IPI00020002;Q9NUP1
IPI00020127;P27694
IPI00020406;Q09327
IPI00020512;Q9NP73
IPI00020601;-
IPI00020747;Q9NY72
IPI00020906;P29218
IPI00021129;O00203
IPI00021176;-
IPI00021250;-
IPI00021290;P53396
IPI00021766;Q9NQC3
IPI00021833;P04085
IPI00021917;O43353
IPI00022080;-
IPI00022202;Q00325
IPI00022229;P04114
IPI00022276;Q9Y2Q9
IPI00022277;Q9Y2R0
IPI00022367;O14525
IPI00022443;P02771
IPI00022461;O14576
IPI00022542;Q13464
IPI00022577;O75783
IPI00022735;Q9H2B2
IPI00022799;P55087
IPI00022970;-
IPI00023164;Q9Y3Q4
IPI00023315;P55107
IPI00023543;-
IPI00023571;P20366
IPI00023598;P04350
IPI00023647;A0AVT1
IPI00023751;O14793
IPI00023854;-
IPI00024317;Q92947
IPI00024502;Q9NRR5
IPI00024572;Q12797
IPI00024662;P45973
IPI00024887;P22004
IPI00024989;-
IPI00024994;Q9NRJ4
IPI00025054;-
IPI00025158;Q8WVM7
IPI00025307;Q02318
IPI00025365;P14138
IPI00025473;Q00973
IPI00025477;Q00975
IPI00025714;P57078
IPI00025789;Q9Y4Z2
IPI00026050;-
IPI00026125;P49184
IPI00026237;P20916
IPI00026271;P62263
IPI00026285;O43173
IPI00026848;P30533
IPI00026926;Q02747
IPI00027019;Q16378
IPI00027217;Q9NPB6
IPI00027223;O75874
IPI00027239;O75888
IPI00027765;Q9BSG5
IPI00027774;Q9H0W7
IPI00027779;Q9BT81
IPI00027806;Q9H336
IPI00027851;P06865
IPI00027855;P06881
IPI00027875;Q9BT88
IPI00027898;Q9NSI2
IPI00028120;P16452
IPI00028448;O60242
IPI00028670;P08476
IPI00028864;O95157
IPI00028937;O95190
IPI00029131;P16519
IPI00029446;-
IPI00029591;Q14242
IPI00029628;Q14257
IPI00029693;O60462
IPI00029796;Q5XKR4
IPI00029810;Q9BWT6
IPI00030099;O60503
IPI00030106;O60507
IPI00030179;P18124
IPI00030252;Q9HB96
IPI00030274;Q9H0G5
IPI00030431;Q9H6X2
IPI00030654;Q16630
IPI00030702;P50213
IPI00030757;O95450
IPI00031476;O60733
IPI00031545;Q14571
IPI00031556;P26368
IPI00031683;Q9Y210
IPI00031768;Q86VS8
IPI00031960;O95602
IPI00032050;Q969T9
IPI00032189;-
IPI00032311;P18428
IPI00032316;Q9Y2L8
IPI00032406;O60884
IPI00032450;Q12797
IPI00032453;-
IPI00032525;Q9Y2V0
IPI00032575;Q9HC38
IPI00033034;-
IPI00033553;Q9NQ90
IPI00041065;-
IPI00042514;-
IPI00043402;-
IPI00043428;-
IPI00043516;Q9C0G0
IPI00043810;Q99946
IPI00044709;-
IPI00044751;Q96Q89
IPI00045223;-
IPI00045491;Q96RT7
IPI00045498;O14979
IPI00045536;Q9BWS9
IPI00051652;-
IPI00059184;Q08AH1
IPI00059639;Q5SZD1
IPI00059795;-
IPI00060473;Q96CN4
IPI00060549;Q5JY77
IPI00060568;Q96MT8
IPI00060800;Q96DA0
IPI00060969;Q96DL1
IPI00061448;-
IPI00062751;Q96H35
IPI00063048;Q96JF0
IPI00063187;Q9UKF7
IPI00063213;Q96HR3
IPI00063333;Q0VDD5
IPI00063523;-
IPI00063827;Q96IU4
IPI00064377;Q969Z4
IPI00064742;-
IPI00065229;Q96M29
IPI00065349;Q96M60
IPI00065491;Q96MF2
IPI00067352;O15126
IPI00070070;Q5TIE3
IPI00071177;Q9H6X2
IPI00072576;Q9GZU5
IPI00073421;Q96BM1
IPI00073442;Q17RC7
IPI00073454;P12110
IPI00074148;-
IPI00083708;Q9Y520
IPI00084684;-
IPI00096066;Q96I99
IPI00099521;-
IPI00099522;Q9H422
IPI00100250;-
IPI00100947;Q96BZ8
IPI00100956;-
IPI00101532;Q53EZ4
IPI00101923;Q96JI7
IPI00101942;Q96JQ2
IPI00102670;Q96RU3
IPI00102997;Q96S55
IPI00103042;-
IPI00103241;-
IPI00103335;Q16478
IPI00103487;Q8WX94
IPI00103595;Q5VT06
IPI00104128;P67812
IPI00106596;-
IPI00106911;Q8N302
IPI00107113;Q9BVJ6
IPI00107749;-
IPI00107844;Q8WXG6
IPI00142768;Q03001
IPI00145674;-
IPI00152011;Q52LW3
IPI00152731;Q2M385
IPI00152946;Q9H0H5
IPI00153049;Q9BRK3
IPI00153050;Q9HA72
IPI00154807;-
IPI00155199;Q9C0D3
IPI00160897;-
IPI00162208;-
IPI00162563;O75150
IPI00163612;-
IPI00163724;Q9P1Z3
IPI00163782;-
IPI00163866;-
IPI00164159;Q6PIU1
IPI00164708;Q9NQB0
IPI00165009;Q05BQ5
IPI00165044;Q6UWH4
IPI00165125;-
IPI00165319;-
IPI00165459;Q9UPS6
IPI00165496;Q96IV0
IPI00165528;Q96K76
IPI00165979;-
IPI00166033;Q8N103
IPI00166079;Q8N0U8
IPI00166123;Q8N0Z6
IPI00166131;-
IPI00166266;-
IPI00166613;Q8N428
IPI00167196;Q8N7F7
IPI00167233;-
IPI00167490;-
IPI00167575;-
IPI00167881;Q8NA03
IPI00168184;-
IPI00168336;Q8NC56
IPI00168352;Q5K4E3
IPI00168703;-
IPI00169276;Q8NHM4
IPI00169307;Q5T5U3
IPI00169348;Q8NHV9
IPI00170503;Q96QE5
IPI00170935;Q8N1G4
IPI00171044;Q7Z7L1
IPI00171176;Q9BZ23
IPI00171323;P53634
IPI00171382;-
IPI00171494;Q8NCM8
IPI00171844;Q9BT78
IPI00172559;Q86YC2
IPI00172666;Q86YW0
IPI00174237;-
IPI00174345;Q6Q759
IPI00174390;Q6L8Q7
IPI00175126;-
IPI00176702;Q9P1Y5
IPI00177381;Q9HCG8
IPI00177578;Q8TCZ2
IPI00178017;-
IPI00178639;Q8TC05
IPI00179326;Q9UHR4
IPI00179405;Q8N859
IPI00179415;Q08209
IPI00179473;Q13501
IPI00180305;Q5T4S7
IPI00180625;Q9Y4F5
IPI00181283;Q01970
IPI00181341;-
IPI00181556;-
IPI00181864;-
IPI00181881;Q96Q05
IPI00182194;Q9NT68
IPI00183066;Q13554
IPI00183603;Q9NRP0
IPI00183626;P26599
IPI00183913;Q6WRI0
IPI00184094;Q7Z7M8
IPI00185146;Q96P70
IPI00186028;-
IPI00186114;Q8TE57
IPI00186448;-
IPI00186586;Q3YEC7
IPI00186711;Q15149
IPI00186781;Q9UKJ0
IPI00187110;Q96GD3
IPI00215629;P13611
IPI00215687;O94925
IPI00215753;Q13402
IPI00215777;Q00325
IPI00215901;P54819
IPI00215945;P54756
IPI00215979;P07738
IPI00216028;-
IPI00216153;-
IPI00216304;-
IPI00216421;Q13683
IPI00216422;Q13683
IPI00216461;P14621
IPI00216520;P53367
IPI00216719;Q8IUD2
IPI00216811;Q8IV04
IPI00216820;A2IDD5
IPI00216853;Q8IV35
IPI00216887;Q8IUW3
IPI00216914;Q7Z5L0
IPI00216984;P27482
IPI00217023;-
IPI00217272;Q86V21
IPI00217277;Q9UBX3
IPI00217296;Q15257
IPI00217413;Q7Z478
IPI00217460;O14727
IPI00217461;O14727
IPI00217471;P02100
IPI00217503;Q9UBX7
IPI00217541;Q8N8A6
IPI00217562;P05556
IPI00217740;-
IPI00217781;Q6NUJ2
IPI00217787;Q8IYJ0
IPI00217802;Q8IYM0
IPI00217996;Q8IZF0
IPI00218017;O43508
IPI00218040;P13497
IPI00218107;-
IPI00218112;Q92947
IPI00218137;Q9UBX7
IPI00218271;Q14168
IPI00218326;P23497
IPI00218512;Q9NNX1
IPI00218600;-
IPI00218601;Q9P1W8
IPI00218638;O00160
IPI00218781;O60462
IPI00218809;Q9UI40
IPI00218834;P08637
IPI00218839;P04798
IPI00218896;P07327
IPI00218923;Q9BXS9
IPI00218935;O75888
IPI00218937;O75888
IPI00218946;Q9UL51
IPI00218993;Q92598
IPI00218999;-
IPI00219025;P35754
IPI00219043;P19021
IPI00219086;P20366
IPI00219162;P62891
IPI00219168;Q9NRC6
IPI00219335;Q92901
IPI00219468;P35080
IPI00219532;Q92556
IPI00219619;Q9H6X2
IPI00219620;-
IPI00219757;P09211
IPI00219856;O15294
IPI00220117;P14209
IPI00220119;Q9H4L7
IPI00220135;O75783
IPI00220165;Q9Y566
IPI00220210;P14138
IPI00220325;P06213
IPI00220362;P61604
IPI00220431;Q00975
IPI00220490;-
IPI00220572;Q13753
IPI00220613;P12110
IPI00220625;Q99996
IPI00220648;Q15126
IPI00220706;P69891
IPI00220710;Q9Y305
IPI00220748;Q13683
IPI00220749;Q13683
IPI00220750;Q13683
IPI00220791;-
IPI00220839;P35030
IPI00220844;P55011
IPI00221003;Q9NPJ8
IPI00221004;Q9NQB0
IPI00221005;Q9NQB0
IPI00221006;Q9NQB0
IPI00221007;Q9NQB0
IPI00221008;Q9NQB0
IPI00221009;Q9NQB0
IPI00221010;Q9NQB0
IPI00221011;Q9NQB0
IPI00221364;O75665
IPI00221394;O60832
IPI00235167;P60673
IPI00236852;Q96HU1
IPI00236901;Q8TEY7
IPI00237671;P07196
IPI00238755;-
IPI00240546;-
IPI00241841;Q5XKE5
IPI00247634;Q8IV36
IPI00251066;O15438
IPI00252950;Q5T1S8
IPI00260257;-
IPI00288918;Q9HCC9
IPI00288939;Q4G0X9
IPI00289159;O94925
IPI00289271;O75334
IPI00290032;Q96QT4
IPI00290314;Q96S55
IPI00290358;Q4G0I0
IPI00290410;Q5QJE6
IPI00290514;Q9NV88
IPI00290826;Q8TBP5
IPI00290975;Q96FJ0
IPI00291076;-
IPI00291316;Q92974
IPI00291731;-
IPI00291755;Q8TEM1
IPI00292094;Q8WXG6
IPI00292130;Q07507
IPI00292496;Q3ZCM7
IPI00292732;-
IPI00292777;Q9P225
IPI00292836;Q9P1Z9
IPI00293102;Q15257
IPI00293274;P08F94
IPI00293460;O95477
IPI00293539;P55287
IPI00293723;O95158
IPI00293748;Q9UNW1
IPI00293836;Q8N3J6
IPI00293881;-
IPI00293895;Q8IZY2
IPI00293898;-
IPI00295066;Q96GC5
IPI00295252;Q8TCU6
IPI00295380;-
IPI00296004;O95907
IPI00296845;-
IPI00297040;Q6UWN8
IPI00297210;Q7Z7B0
IPI00297212;Q9ULE6
IPI00297224;O60279
IPI00297288;Q2M1Z3
IPI00297381;Q6ICB4
IPI00297543;O43493
IPI00297559;Q8N6Y0
IPI00297579;Q13185
IPI00297714;O76070
IPI00298057;O60437
IPI00298363;-
IPI00298447;Q13395
IPI00298476;O60565
IPI00298956;Q6MZW2
IPI00299300;P48728
IPI00299453;-
IPI00299499;Q9NQ94
IPI00299571;Q15084
IPI00299573;P62424
IPI00299669;-
IPI00300020;P43004
IPI00300564;Q8NAC3
IPI00300685;-
IPI00300838;Q9H2A9
IPI00300890;O60462
IPI00300891;O60462
IPI00301263;P27708
IPI00301360;Q9H3D4
IPI00301618;O60524
IPI00301738;Q9H4B6
IPI00301950;Q15726
IPI00302787;Q9NYY3
IPI00302837;Q9H6P5
IPI00303074;Q8NAC3
IPI00303112;Q8NFU7
IPI00303387;-
IPI00303852;-
IPI00304069;Q96CM3
IPI00304189;Q96CV9
IPI00304324;Q96DB2
IPI00304374;-
IPI00304840;P12110
IPI00304935;Q96ER3
IPI00304986;O43187
IPI00305349;-
IPI00305822;Q96HE9
IPI00306229;O43543
IPI00306398;Q96RS6
IPI00306483;Q5T0F9
IPI00306516;O43615
IPI00306778;P24347
IPI00306959;P08729
IPI00307317;Q32M84
IPI00307649;-
IPI00328103;Q7Z3Y8
IPI00328134;-
IPI00328520;Q7Z6L0
IPI00328584;Q8N3C7
IPI00328702;Q86UD0
IPI00328892;-
IPI00329124;-
IPI00329192;Q86XA9
IPI00329216;Q9Y6K1
IPI00329281;Q86XR7
IPI00329321;Q5U5X0
IPI00329517;Q5JS13
IPI00329547;Q5T200
IPI00329662;Q9NRY5
IPI00329668;Q86YV0
IPI00329826;-
IPI00332106;Q96AQ6
IPI00332748;-
IPI00332849;-
IPI00332872;Q8N7X0
IPI00333067;Q5GLZ8
IPI00333324;-
IPI00333411;-
IPI00333541;P21333
IPI00333913;A2RRP1
IPI00334013;Q86VQ0
IPI00334017;-
IPI00334256;Q9UQ74
IPI00334408;-
IPI00334426;-
IPI00334556;-
IPI00334979;-
IPI00335160;-
IPI00335276;-
IPI00335587;Q9NQB0
IPI00335946;-
IPI00336003;P23560
IPI00337307;Q8IZ69
IPI00337350;-
IPI00337544;Q5VU43
IPI00337642;Q5VZI3
IPI00339226;P02751
IPI00374065;-
IPI00374082;-
IPI00374273;Q96MH7
IPI00374485;-
IPI00374504;-
IPI00374531;Q5VYS8
IPI00374770;-
IPI00374797;-
IPI00375094;-
IPI00375253;P20916
IPI00375294;P25391
IPI00375393;Q96FZ5
IPI00375409;-
IPI00375442;-
IPI00375482;-
IPI00375498;Q8WZ42
IPI00375596;-
IPI00375843;Q6KB66
IPI00375877;-
IPI00375915;Q7L590
IPI00376212;-
IPI00376360;-
IPI00376412;-
IPI00376429;-
IPI00376589;-
IPI00376689;Q8WUJ3
IPI00376861;-
IPI00376989;A2A3K4
IPI00377015;P20827
IPI00382423;P01704
IPI00382436;P01714
IPI00382440;P01717
IPI00382460;Q9BZS9
IPI00382483;P01769
IPI00382493;P01776
IPI00382748;Q5T013
IPI00382841;-
IPI00383014;Q6P4E1
IPI00383164;-
IPI00383383;-
IPI00383401;-
IPI00383520;Q16473
IPI00383565;Q9NRL2
IPI00383580;Q9Y2H2
IPI00383751;-
IPI00383762;-
IPI00383808;P83593
IPI00383815;P14136
IPI00383856;-
IPI00383860;-
IPI00383866;-
IPI00383970;Q5H9M0
IPI00384110;Q9UKU0
IPI00384155;-
IPI00384202;Q15652
IPI00384361;Q9NZC2
IPI00384395;-
IPI00384399;-
IPI00384401;-
IPI00384512;Q8N8Q3
IPI00384636;-
IPI00384669;-
IPI00384734;-
IPI00384796;-
IPI00384863;-
IPI00384909;Q9ULH0
IPI00384992;P12829
IPI00385187;-
IPI00385203;Q7Z4Y8
IPI00385555;P04430
IPI00385557;P04438
IPI00385559;-
IPI00385612;-
IPI00385651;-
IPI00385748;-
IPI00385907;-
IPI00385945;-
IPI00386010;-
IPI00386204;-
IPI00386384;Q8NH59
IPI00386433;-
IPI00386491;-
IPI00386604;-
IPI00386686;-
IPI00386697;Q8TE57
IPI00386763;-
IPI00386964;-
IPI00386986;-
IPI00387164;-
IPI00394665;P55265
IPI00394792;Q8N883
IPI00394838;P53396
IPI00394856;Q2M1P5
IPI00394870;Q2TAL6
IPI00395424;Q6IE81
IPI00395605;Q92888
IPI00395627;Q9HB71
IPI00395672;-
IPI00395679;-
IPI00395737;Q86V48
IPI00395775;Q8WXF1
IPI00395783;Q8N2S1
IPI00396012;O00222
IPI00396166;Q6P995
IPI00396169;-
IPI00396282;-
IPI00396522;-
IPI00397059;-
IPI00397090;-
IPI00397522;-
IPI00397701;-
IPI00397836;Q8TF76
IPI00398007;Q9NVE5
IPI00398020;Q9P273
IPI00398117;P0C671
IPI00398397;-
IPI00398505;-
IPI00398676;-
IPI00398691;-
IPI00398709;Q7RTX7
IPI00398766;O60462
IPI00398772;Q9NQV6
IPI00398775;Q15149
IPI00398777;Q15149
IPI00398778;Q15149
IPI00398795;O95197
IPI00398943;-
IPI00398963;Q9Y2V7
IPI00399031;-
IPI00399139;Q6UWW0
IPI00399307;P42785
IPI00399361;Q70YC5
IPI00401559;-
IPI00401676;-
IPI00402063;-
IPI00402353;-
IPI00402509;-
IPI00402573;-
IPI00409613;O43150
IPI00409639;Q8N6R0
IPI00410319;Q86Y37
IPI00410349;Q8NFP4
IPI00410355;-
IPI00410367;P14138
IPI00410377;P49788
IPI00410487;Q9GZX9
IPI00410663;Q8IUH4
IPI00410682;O95628
IPI00411453;O14617
IPI00411575;-
IPI00411596;Q7Z3V4
IPI00411730;Q8TF05
IPI00411980;Q5T9C2
IPI00412264;P21246
IPI00412286;-
IPI00412782;-
IPI00412845;-
IPI00412853;-
IPI00412869;-
IPI00413016;Q8N3J6
IPI00413031;-
IPI00413140;Q05193
IPI00413206;-
IPI00413264;-
IPI00413387;-
IPI00413674;Q5SRE7
IPI00413686;O14617
IPI00413731;P48454
IPI00413996;-
IPI00414117;-
IPI00414205;-
IPI00414260;-
IPI00414328;Q8NFQ5
IPI00414361;-
IPI00414717;Q92896
IPI00414779;Q03468
IPI00414922;-
IPI00418125;Q6UX15
IPI00418175;-
IPI00418195;Q9P2G3
IPI00418239;O95081
IPI00418334;Q6MZZ7
IPI00418687;-
IPI00418993;-
IPI00419164;-
IPI00419201;Q9UJX5
IPI00419307;-
IPI00419333;-
IPI00419345;-
IPI00419364;O95013
IPI00419535;Q6NSJ5
IPI00419880;P61247
IPI00419922;Q6IPM2
IPI00419934;P32189
IPI00420043;Q9HCK4
IPI00420096;Q15149
IPI00423565;P35125
IPI00425902;P43308
IPI00426054;-
IPI00428511;P58400
IPI00428657;-
IPI00428724;-
IPI00430472;Q8N3C0
IPI00431183;Q9UHF0
IPI00431749;Q6KB66
IPI00432472;Q14BN4
IPI00432512;-
IPI00432592;-
IPI00432693;-
IPI00432771;Q6UXY8
IPI00433029;P05019
IPI00438856;Q99665
IPI00439750;-
IPI00440580;Q5VSG8
IPI00442150;Q9BYW2
IPI00442326;-
IPI00442334;-
IPI00442338;-
IPI00443445;-
IPI00443534;-
IPI00443682;-
IPI00443982;-
IPI00444172;-
IPI00444240;-
IPI00444259;-
IPI00444644;-
IPI00444823;-
IPI00444939;-
IPI00445089;-
IPI00445212;Q6AWC2
IPI00445366;-
IPI00445546;-
IPI00445654;O95428
IPI00446026;-
IPI00446159;-
IPI00446498;-
IPI00447178;-
IPI00448569;-
IPI00448672;Q92540
