IPI ID;UniProt Accession
IPI00157454;Q96MM7
IPI00158992;Q5SXM2
IPI00159049;Q9Y6X0
IPI00159927;O14594
IPI00160369;Q9NRD5
IPI00160552;Q92752
IPI00161119;Q15653
IPI00162329;Q86YD3
IPI00162547;Q9HAR2
IPI00162735;O75882
IPI00163187;Q16658
IPI00163207;Q96PD5
IPI00163391;Q86W50
IPI00163446;P01880
IPI00163563;Q96S96
IPI00163601;Q6P2I7
IPI00163724;Q9P1Z3
IPI00163851;Q9P2K8
IPI00164066;Q96JN2
IPI00164861;Q9H1H9
IPI00164949;Q8IXH7
IPI00165009;Q05BQ5
IPI00165044;Q6UWH4
IPI00165125;-
IPI00165229;-
IPI00165438;-
IPI00165936;Q96NY7
IPI00165949;Q9NZ08
IPI00165972;P00746
IPI00165975;-
IPI00166010;A5YKK6
IPI00166039;Q8N114
IPI00166048;Q8N126
IPI00166071;Q8N143
IPI00166075;Q8N145
IPI00166161;Q8N1H7
IPI00166257;-
IPI00166339;Q5JZY3
IPI00166392;Q9BY67
IPI00166553;Q8N3H0
IPI00166613;Q8N428
IPI00166619;Q8N434
IPI00166622;Q8N3T6
IPI00166729;P25311
IPI00166766;Q6UX73
IPI00166776;Q8IUH2
IPI00166807;Q8N573
IPI00166817;Q8N587
IPI00166865;Q8N5K1
IPI00166892;Q8N608
IPI00167006;Q8N6G2
IPI00167089;Q07912
IPI00167093;-
IPI00167137;Q9NQ25
IPI00167154;O60336
IPI00167215;Q14CZ8
IPI00167254;Q8N7P1
IPI00167560;Q6PIY7
IPI00167619;Q8N967
IPI00167638;A4D1E9
IPI00167710;Q53RD9
IPI00167941;Q9NU22
IPI00168404;Q8NCN2
IPI00168479;-
IPI00168520;O00339
IPI00168626;Q6P9A2
IPI00168806;Q8NEZ4
IPI00168847;Q12794
IPI00168862;Q8NFP0
IPI00168866;Q8NFP4
IPI00168884;O75787
IPI00168885;Q6P158
IPI00168920;Q17RW2
IPI00168921;Q6IS24
IPI00169115;Q8NGS6
IPI00169259;Q8NHG7
IPI00169285;Q8NHP8
IPI00169331;Q8NHU3
IPI00169383;P00558
IPI00169426;Q96P26
IPI00170635;Q8WVN6
IPI00170692;Q9P0L0
IPI00170766;Q8NG31
IPI00170814;Q13308
IPI00171196;P13646
IPI00171199;P25788
IPI00171230;Q8IUD2
IPI00171410;Q8NBI6
IPI00171411;Q8NBJ4
IPI00171412;-
IPI00171438;Q8NBS9
IPI00171473;Q9HCB6
IPI00171611;Q71DI3
IPI00171647;Q9NYZ4
IPI00171678;P09172
IPI00171737;Q9HB75
IPI00171874;Q8IV61
IPI00171928;O43827
IPI00174976;Q8N3R9
IPI00175019;-
IPI00175654;Q7Z6M3
IPI00175989;Q86YR7
IPI00176104;Q9H156
IPI00176193;Q05707
IPI00176221;Q7Z3B1
IPI00176398;Q9H5Y7
IPI00176424;Q8NFZ4
IPI00176427;Q8NFZ8
IPI00176458;-
IPI00176581;Q8IYD8
IPI00176920;O75161
IPI00177543;P19021
IPI00177878;Q32M45
IPI00178302;Q8NFY4
IPI00178352;Q14315
IPI00178727;-
IPI00178767;Q92484
IPI00178894;Q9HC78
IPI00178926;P01591
IPI00179473;Q13501
IPI00179589;-
IPI00179851;Q9Y2G1
IPI00180240;-
IPI00180384;Q8WXX0
IPI00180386;P46976
IPI00180426;P32298
IPI00180707;Q5SZK8
IPI00181079;Q641Q3
IPI00181174;Q8N0W4
IPI00181743;O94812
IPI00182138;P28799
IPI00182194;Q9NT68
IPI00182438;O94779
IPI00182944;Q13554
IPI00183002;O14974
IPI00183206;O15034
IPI00183321;Q7LFX5
IPI00183445;O94910
IPI00183487;Q86Y38
IPI00184019;Q9UKJ1
IPI00184094;Q7Z7M8
IPI00184650;Q8NDY6
IPI00184851;Q9Y274
IPI00184884;Q8WV22
IPI00184997;Q15398
IPI00185088;Q5DX21
IPI00185146;Q96P70
IPI00185661;Q8NFA0
IPI00186004;Q8N2N9
IPI00186581;Q13438
IPI00186621;Q8IZS5
IPI00186826;-
IPI00186903;O14791
IPI00186966;O00499
IPI00187143;P61018
IPI00215610;Q00013
IPI00215746;P15090
IPI00215767;P15291
IPI00215777;Q00325
IPI00215894;P01042
IPI00215899;P78539
IPI00215914;P84077
IPI00215979;P07738
IPI00215980;Q92692
IPI00215983;P00915
IPI00215997;P21926
IPI00216049;P61978
IPI00216106;Q9NTK5
IPI00216138;Q01995
IPI00216171;P09104
IPI00216288;Q9Y468
IPI00216298;P10599
IPI00216318;P31946
IPI00216319;Q04917
IPI00216348;Q13409
IPI00216457;Q6FI13
IPI00216461;P14621
IPI00216470;P78356
IPI00216508;O60493
IPI00216572;Q9UMQ3
IPI00216592;P07910
IPI00216602;P21802
IPI00216651;Q8IU57
IPI00216683;-
IPI00216691;P07737
IPI00216694;P13797
IPI00216697;P16157
IPI00216699;Q86UX7
IPI00216704;P11277
IPI00216728;-
IPI00216774;Q8IUK8
IPI00216780;Q8IUL8
IPI00216882;P48740
IPI00216914;Q7Z5L0
IPI00216921;Q9H169
IPI00216963;O15519
IPI00216983;P07451
IPI00217005;Q8IVF6
IPI00217012;A5PKW4
IPI00217023;-
IPI00217146;Q8IW52
IPI00217236;O75347
IPI00217258;Q8N960
IPI00217264;Q8IWC1
IPI00217345;Q9NY97
IPI00217376;Q8IWT1
IPI00217405;Q8IWV7
IPI00217435;Q8IWY4
IPI00217465;P16403
IPI00217466;P16402
IPI00217467;P10412
IPI00217493;P02144
IPI00217537;Q8IXJ9
IPI00217617;Q5T2T1
IPI00217652;Q4G148
IPI00217740;-
IPI00217759;Q495W5
IPI00217781;Q6NUJ2
IPI00217791;Q8IYK2
IPI00217831;Q8IZ07
IPI00217871;P30038
IPI00217882;Q99523
IPI00217948;-
IPI00217963;P08779
IPI00217966;P00338
IPI00217989;Q8IZE3
IPI00218046;Q8IZP7
IPI00218075;Q8IZU0
IPI00218130;P11217
IPI00218131;P80511
IPI00218192;Q14624
IPI00218292;Q92890
IPI00218319;P06753
IPI00218345;Q13748
IPI00218398;P50281
IPI00218407;P05062
IPI00218413;P43251
IPI00218414;P00918
IPI00218465;Q9Y263
IPI00218474;P13929
IPI00218487;P17302
IPI00218493;P00492
IPI00218539;P12107
IPI00218570;P15259
IPI00218628;P08514
IPI00218637;-
IPI00218667;Q93045
IPI00218725;-
IPI00218730;P16499
IPI00218732;P27169
IPI00218733;P00441
IPI00218795;P14151
IPI00218820;P07951
IPI00218834;P08637
IPI00218874;P10451
IPI00218875;P10451
IPI00218914;P00352
IPI00218918;P04083
IPI00218946;Q9UL51
IPI00219005;Q02790
IPI00219025;P35754
IPI00219029;P17174
IPI00219042;P19021
IPI00219067;P28161
IPI00219077;P09960
IPI00219129;P16083
IPI00219131;O75144
IPI00219217;P07195
IPI00219219;P09382
IPI00219301;P29966
IPI00219365;P26038
IPI00219420;Q9UQE7
IPI00219425;P15151
IPI00219446;P30086
IPI00219465;P20062
IPI00219468;P35080
IPI00219525;P52209
IPI00219526;P36871
IPI00219575;Q13867
IPI00219622;P25787
IPI00219682;P27105
IPI00219684;P05413
IPI00219757;P09211
IPI00219798;Q9Y6N7
IPI00219806;P31151
IPI00219910;-
IPI00219930;P29762
IPI00220070;Q16877
IPI00220117;P14209
IPI00220156;P61812
IPI00220271;P14550
IPI00220281;P09471
IPI00220292;Q13508
IPI00220301;P30041
IPI00220327;P04264
IPI00220334;Q9BYH1
IPI00220342;O94760
IPI00220361;P05937
IPI00220362;P61604
IPI00220562;Q15818
IPI00220578;P08754
IPI00220642;P61981
IPI00220644;P14618
IPI00220706;P69891
IPI00220739;O00264
IPI00220741;P02549
IPI00220748;Q13683
IPI00220766;Q04760
IPI00220791;-
IPI00220827;P63313
IPI00221006;Q9NQB0
IPI00221034;Q01201
IPI00221080;P12272
IPI00221117;P07311
IPI00221178;O43399
IPI00221224;P15144
IPI00221235;Q12769
IPI00221255;Q15746
IPI00221332;Q9UQ16
IPI00233358;-
IPI00235647;A6NHQ2
IPI00240793;Q9Y2G3
IPI00241409;-
IPI00241562;P78509
IPI00242905;-
IPI00242956;Q9Y6R7
IPI00243221;-
IPI00243338;-
IPI00243451;G3V0H7
IPI00243995;Q6P3R8
IPI00245940;Q9NSI5
IPI00246058;Q8WUM4
IPI00247243;A6NLU5
IPI00248596;P0C7U0
IPI00249982;Q9BTC0
IPI00250724;-
IPI00251507;P17600
IPI00251596;Q86Y22
IPI00252731;P42658
IPI00252845;-
IPI00253281;Q8TE68
IPI00255145;-
IPI00257508;Q16555
IPI00257882;P12955
IPI00259102;-
IPI00260755;-
IPI00289058;Q9BZG9
IPI00289083;Q5VU97
IPI00289204;Q9BZR6
IPI00289271;O75334
IPI00289329;P54753
IPI00289334;O75369
IPI00289501;O15240
IPI00289746;Q13153
IPI00289802;Q7Z408
IPI00289819;P11717
IPI00289831;Q13332
IPI00289837;Q96PX6
IPI00289861;Q5TAX3
IPI00289862;Q12765
IPI00289870;O60245
IPI00289876;O15400
IPI00289924;O15466
IPI00289926;-
IPI00289965;Q14003
IPI00290078;-
IPI00290085;P19022
IPI00290094;Q12872
IPI00290283;P48740
IPI00290292;Q96CC6
IPI00290308;Q96RU8
IPI00290315;P10645
IPI00290328;Q12913
IPI00290358;Q4G0I0
IPI00290744;Q8TBE3
IPI00290826;Q8TBP5
IPI00290854;O75969
IPI00290856;Q9Y5Y7
IPI00290857;P12035
IPI00291005;-
IPI00291006;P40926
IPI00291136;P12109
IPI00291175;P18206
IPI00291262;P10909
IPI00291395;Q9NZU1
IPI00291463;Q8WXG1
IPI00291488;Q14508
IPI00291807;Q8IZJ3
IPI00291866;P05155
IPI00291922;P28066
IPI00291939;Q14683
IPI00291987;Q8WX77
IPI00292071;Q8WXD2
IPI00292150;Q14767
IPI00292218;-
IPI00292300;Q8WYK1
IPI00292304;Q9P0K9
IPI00292393;P35499
IPI00292496;Q3ZCM7
IPI00292530;P19827
IPI00292550;Q8IUC8
IPI00292657;Q14914
IPI00292732;-
IPI00292791;Q9P232
IPI00292946;P05543
IPI00292950;-
IPI00293088;P10253
IPI00293095;Q8IWF9
IPI00293128;Q16394
IPI00293276;P14174
IPI00293303;Q99538
IPI00293361;O43147
IPI00293396;O43747
IPI00293460;O95477
IPI00293464;Q16531
IPI00293530;Q16581
IPI00293539;P55287
IPI00293679;P56696
IPI00293723;O95158
IPI00293748;Q9UNW1
IPI00293757;O95185
IPI00293836;Q8N3J6
IPI00293849;P28827
IPI00293925;O75636
IPI00293971;P14415
IPI00294004;P07225
IPI00294193;-
IPI00294210;Q02363
IPI00294215;Q92628
IPI00294395;P07358
IPI00294519;Q99973
IPI00294615;Q9UBX5
IPI00294619;Q92734
IPI00294705;-
IPI00294713;O00187
IPI00294834;Q12797
IPI00294910;Q6UWI2
IPI00295098;Q9Y5M8
IPI00295172;Q92982
IPI00295386;P16152
IPI00295399;Q9Y6N8
IPI00295414;P39059
IPI00295469;-
IPI00295502;O95785
IPI00295503;O95786
IPI00295542;Q02818
IPI00295577;-
IPI00295618;P16284
IPI00295741;P07858
IPI00295767;O95897
IPI00295832;P23515
IPI00296058;O95967
IPI00296099;P07996
IPI00296141;Q9UHL4
IPI00296165;P00736
IPI00296176;P00740
IPI00296197;Q9H173
IPI00296219;Q9UI32
IPI00296259;Q7Z7H5
IPI00296337;P78527
IPI00296374;O95159
IPI00296441;P00813
IPI00296461;P17405
IPI00296534;P23142
IPI00296537;P23142
IPI00296558;Q8N436
IPI00296608;P10643
IPI00296727;Q8N4N8
IPI00296777;Q14515
IPI00296866;-
IPI00296913;Q9UKK9
IPI00296922;P55268
IPI00296992;P30530
IPI00297040;Q6UWN8
IPI00297124;P40189
IPI00297180;Q9ULB4
IPI00297181;Q9ULB5
IPI00297188;O60241
IPI00297208;Q9ULE4
IPI00297224;O60279
IPI00297251;O60291
IPI00297252;Q8IWU5
IPI00297263;Q9ULI3
IPI00297277;Q9ULK6
IPI00297284;P18065
IPI00297288;Q2M1Z3
IPI00297444;Q8N6Q3
IPI00297487;P09668
IPI00297550;P00488
IPI00297646;P02452
IPI00297655;Q04721
IPI00297714;O76070
IPI00297779;P78371
IPI00298237;O14773
IPI00298258;-
IPI00298281;P11047
IPI00298285;P21860
IPI00298337;Q13336
IPI00298388;Q96FE7
IPI00298476;O60565
IPI00298497;P02675
IPI00298547;Q99497
IPI00298650;Q9UP79
IPI00298702;Q13433
IPI00298738;O00411
IPI00298793;O00462
IPI00298828;P02749
IPI00298971;P04004
IPI00298994;Q9Y490
IPI00299024;P80723
IPI00299059;O00533
IPI00299076;O00559
IPI00299083;P57087
IPI00299086;O00560
IPI00299116;O00592
IPI00299145;P48668
IPI00299147;P55854
IPI00299150;P25774
IPI00299263;Q9NP61
IPI00299299;P48723
IPI00299399;P04271
IPI00299435;Q13790
IPI00299485;Q9NPY3
IPI00299503;P80108
IPI00299547;P80188
IPI00299571;Q15084
IPI00299627;Q9NRD8
IPI00299652;O75078
IPI00299679;Q9NZL6
IPI00299699;Q9NQX5
IPI00299724;O00241
IPI00299738;Q15113
IPI00299758;Q9NRB3
IPI00299778;Q15166
IPI00300020;P43004
IPI00300052;Q9NSB2
IPI00300207;Q86YA3
IPI00300241;Q9NT99
IPI00300244;Q9H0M4
IPI00300407;P34741
IPI00300623;P20382
IPI00300725;P02538
IPI00300838;Q9H2A9
IPI00300990;Q9Y3Y2
IPI00301058;P50552
IPI00301098;Q8NBI3
IPI00301143;Q6UXB8
IPI00301180;Q9H2X9
IPI00301255;Q96ID5
IPI00301288;-
IPI00301294;Q8NC44
IPI00301364;P63208
IPI00301395;Q9H3G5
IPI00301459;Q8NCC3
IPI00301465;Q8NCD3
IPI00301579;-
IPI00301631;Q9H497
IPI00301812;Q9H4F8
IPI00301865;Q24JP5
IPI00301923;P50750
IPI00301961;P29120
IPI00302133;Q9NQA5
IPI00302181;Q8IZS8
IPI00302592;P21333
IPI00302641;Q9NYQ8
IPI00302840;P13637
IPI00302850;P62314
IPI00302944;Q99715
IPI00302962;-
IPI00303071;Q9NZK5
IPI00303161;Q96AP7
IPI00303210;Q13822
IPI00303318;Q9NUQ9
IPI00303476;P06576
IPI00303882;O60664
IPI00303894;P98173
IPI00303963;P06681
IPI00304273;P06727
IPI00304331;O94766
IPI00304527;Q5T0W9
IPI00304577;O95782
IPI00304596;Q15233
IPI00304789;-
IPI00304840;P12110
IPI00304865;Q03167
IPI00304925;P08107
IPI00304962;P08123
IPI00305380;P22692
IPI00305461;P19823
IPI00305833;Q2TAY7
IPI00305975;Q9BUD6
IPI00306046;O43854
IPI00306322;P08572
IPI00306332;P83731
IPI00306339;P10451
IPI00306413;Q9BW30
IPI00306549;-
IPI00306576;P15848
IPI00306710;Q9H2X0
IPI00306844;P24387
IPI00306850;O75095
IPI00306853;Q7LGC8
IPI00306884;-
IPI00306959;P08729
IPI00307276;O75173
IPI00307591;O15014
IPI00307592;Q9BZC7
IPI00307611;-
IPI00307612;Q9HBT6
IPI00307702;-
IPI00307729;O15072
IPI00328113;P35555
IPI00328243;Q8IV08
IPI00328257;Q10567
IPI00328260;Q92636
IPI00328270;-
IPI00328298;Q9NTJ3
IPI00328361;Q9NP81
IPI00328391;Q86SF2
IPI00328431;Q8IZJ1
IPI00328488;Q9Y2E5
IPI00328520;Q7Z6L0
IPI00328522;-
IPI00328550;P35443
IPI00328587;-
IPI00328609;P29622
IPI00328680;Q8NI22
IPI00328703;Q86UD1
IPI00328709;Q9H772
IPI00328745;Q86UN2
IPI00328746;Q86UN3
IPI00328826;Q86UW7
IPI00328829;Q86UX2
IPI00329332;Q86Y82
IPI00329352;Q15155
IPI00329482;Q16363
IPI00329538;Q16651
IPI00329593;Q9BRR6
IPI00329605;P20585
IPI00329685;-
IPI00329688;Q9GZM5
IPI00329775;Q96IY4
IPI00329791;Q7L014
IPI00329801;P08758
IPI00333126;Q8IYG6
IPI00333140;Q8NFT8
IPI00333197;-
IPI00333410;Q7Z7E8
IPI00333776;Q92823
IPI00334238;O95502
IPI00334282;Q92520
IPI00334667;Q92932
IPI00335168;P60660
IPI00335437;Q9H8Y5
IPI00335541;Q9UNS1
IPI00335589;Q9HC36
IPI00335946;-
IPI00337351;Q7Z553
IPI00337385;O75400
IPI00337548;Q99674
IPI00337612;Q8N8Z6
IPI00373823;Q6V0L0
IPI00373872;Q7Z442
IPI00374039;Q5VU69
IPI00374065;-
IPI00374129;Q96P20
IPI00374301;-
IPI00374563;O00468
IPI00374590;Q6P4E1
IPI00374670;-
IPI00374732;-
IPI00374862;Q96PQ7
IPI00374914;-
IPI00375174;Q7Z6G8
IPI00375205;Q86SR1
IPI00375364;Q13231
IPI00375547;-
IPI00375746;Q6ZN66
IPI00375803;Q3T8J9
IPI00375879;A2RU67
IPI00375881;Q7Z443
IPI00376087;Q6ZN28
IPI00376131;P0C6S8
IPI00376237;Q6XYB7
IPI00376383;Q7Z7A1
IPI00376394;Q6ZRP7
IPI00376427;O15394
IPI00376587;A6NHY2
IPI00376689;Q8WUJ3
IPI00377045;Q16787
IPI00377077;O75129
IPI00382420;P01700
IPI00382421;P01701
IPI00382442;P01719
IPI00382474;P01762
IPI00382476;P01763
IPI00382478;P01765
IPI00382481;P01767
IPI00382482;P01768
IPI00382486;P01770
IPI00382488;P01771
IPI00382493;P01776
IPI00382499;P01780
IPI00382500;P01781
IPI00382515;-
IPI00382606;-
IPI00382682;-
IPI00382756;O43660
IPI00382938;-
IPI00383016;-
IPI00383032;Q8TDQ0
IPI00383594;Q2TAK8
IPI00383603;-
IPI00383680;P04844
IPI00383732;-
IPI00383808;P83593
IPI00383832;-
IPI00383887;-
IPI00383951;-
IPI00383953;-
IPI00384016;-
IPI00384051;-
IPI00384225;Q9UJH8
IPI00384391;-
IPI00384392;-
IPI00384395;-
IPI00384400;-
IPI00384402;-
IPI00384404;-
IPI00384407;-
IPI00384542;P14543
IPI00384697;P02768
IPI00384722;Q5UCC4
IPI00384861;Q9Y2X7
IPI00384952;-
IPI00385003;-
IPI00385007;-
IPI00385042;Q9BZE4
IPI00385143;-
IPI00385252;P04206
IPI00385253;P04207
IPI00385264;P04220
IPI00385480;Q8WXD9
IPI00385543;Q7Z7F0
IPI00385791;-
IPI00385918;-
IPI00385980;Q9HCK4
IPI00385985;P80748
IPI00386131;P06311
IPI00386133;P06314
IPI00386284;Q8NG84
IPI00386314;-
IPI00386393;-
IPI00386575;P06888
IPI00386576;P06889
IPI00386630;P20062
IPI00386754;Q6UXH1
IPI00386879;-
IPI00387004;-
IPI00387024;P01596
IPI00387095;P01603
IPI00387096;P01604
IPI00387097;P01605
IPI00387101;P01609
IPI00387105;P01612
IPI00387106;P01613
IPI00387110;P01616
IPI00387113;P01619
IPI00387115;P01620
IPI00387116;P01621
IPI00387117;-
IPI00387118;P01623
IPI00387119;P01624
IPI00387120;P01625
IPI00387159;Q9NXR8
IPI00387168;Q8NBP7
IPI00394655;O94856
IPI00394712;-
IPI00394820;Q6UWY5
IPI00394870;Q2TAL6
IPI00394879;Q6ZRR7
IPI00394992;Q96PD5
IPI00395488;Q6EMK4
IPI00395866;-
IPI00396077;Q9NS56
IPI00396378;P22626
IPI00396383;Q6PCB0
IPI00396423;Q9BQT9
IPI00396930;-
IPI00396961;Q96NI6
IPI00397578;-
IPI00397645;P84157
IPI00397949;Q9Y653
IPI00398154;Q8N556
IPI00398229;P0C7H9
IPI00398715;-
IPI00398918;Q68D85
IPI00398992;Q9HCK8
IPI00399089;Q14696
IPI00399180;Q52WX2
IPI00399252;Q6IE81
IPI00399254;Q01804
IPI00399296;Q4AC99
IPI00399328;-
IPI00400935;Q07092
IPI00400967;-
IPI00400986;Q9C0D2
IPI00401264;Q9BS26
IPI00401283;Q9H1U4
IPI00401852;Q9UFV3
IPI00402144;Q8NEP9
IPI00402157;Q6UW01
IPI00402293;Q96EG1
IPI00409640;Q86X29
IPI00410013;Q8IXZ2
IPI00410079;Q96TC7
IPI00410093;A6NI79
IPI00410122;Q8IUK5
IPI00410210;O94910
IPI00410487;Q9GZX9
IPI00410488;Q5ZPR3
IPI00410585;Q5IJ48
IPI00410588;P82987
IPI00410600;Q9NY47
IPI00410657;O43148
IPI00410675;P61266
IPI00410714;P69905
IPI00411656;Q9Y6V0
IPI00411674;O75437
IPI00411680;P22061
IPI00411706;P10768
IPI00412216;Q709C8
IPI00412264;P21246
IPI00412408;P51587
IPI00412492;Q9Y4D7
IPI00412541;Q5T848
IPI00412987;-
IPI00412988;Q9Y2I2
IPI00413344;Q9Y281
IPI00413451;P35237
IPI00413587;P55957
IPI00413641;P15121
IPI00413778;P62942
IPI00413781;P48061
IPI00413826;-
IPI00413912;Q6IEE7
IPI00413959;O94985
IPI00414249;Q9Y4C0
IPI00414294;-
IPI00414320;P50995
IPI00414467;Q5KU26
IPI00414481;-
IPI00414676;P08238
IPI00414717;Q92896
IPI00414896;O00584
IPI00414909;P17050
IPI00414984;-
IPI00415032;Q92823
IPI00418125;Q6UX15
IPI00418163;-
IPI00418169;P07355
IPI00418262;P09972
IPI00418446;Q13510
IPI00418471;P08670
IPI00418531;Q6ZMI3
IPI00418735;Q6ZQX7
IPI00418960;Q9ULP0
IPI00419221;Q6ZWT7
IPI00419237;P28838
IPI00419253;O14513
IPI00419442;-
IPI00419565;Q9NY15
IPI00419585;P62937
IPI00419595;Q9NZ53
IPI00419720;-
IPI00419722;Q6UXD5
IPI00419724;Q9NPR2
IPI00419836;Q96PD2
IPI00419908;Q6PRD1
IPI00419966;Q7Z7G0
IPI00420014;O75643
IPI00420071;Q96JE9
IPI00423461;-
IPI00423463;P01857
IPI00423466;-
IPI00423683;Q96A84
IPI00424119;Q9NPG1
IPI00426051;-
IPI00426727;O95243
IPI00428511;P58400
IPI00428741;-
IPI00428967;-
IPI00429191;P62495
IPI00430291;Q13557
IPI00430808;-
IPI00430842;-
IPI00431738;Q9NZN1
IPI00432226;-
IPI00432525;Q08ET2
IPI00432592;-
IPI00432707;Q6UXS9
IPI00432723;Q9H1B5
IPI00432755;-
IPI00432766;Q96CW9
IPI00434711;-
IPI00435925;-
IPI00437751;P12821
IPI00438170;Q9UMY4
IPI00438286;Q96RT1
IPI00439446;-
IPI00440153;Q6P2D8
IPI00440221;-
IPI00440493;P25705
IPI00440577;-
IPI00440580;Q5VSG8
IPI00440932;Q13443
IPI00441344;-
IPI00441498;P15328
IPI00442121;P13716
IPI00442294;-
IPI00442297;-
IPI00442544;-
IPI00442564;-
IPI00442745;-
IPI00442865;-
IPI00442911;-
IPI00443799;Q9HBR0
IPI00443909;Q9Y2B0
IPI00444272;P42702
IPI00444331;Q9BZ95
IPI00444605;-
IPI00444842;-
IPI00445278;-
IPI00445315;Q5HY64
IPI00445364;-
IPI00445716;O60609
IPI00446588;Q9HCM2
IPI00448465;Q6UB98
IPI00448925;-
IPI00451429;-
IPI00451625;Q9NQ79
IPI00453473;P62805
IPI00454695;Q6DN03
IPI00454858;-
IPI00454910;Q6DT37
IPI00455521;B8ZZ34
IPI00455667;A6NGN9
IPI00455739;Q8NES3
IPI00455852;O94989
IPI00455967;A6NJ88
IPI00456578;A7E2U8
IPI00456589;Q8NCW6
IPI00456599;Q7Z4H9
IPI00456623;Q96GW7
IPI00456635;Q70J99
IPI00456670;Q6QHF9
IPI00456683;Q7KZ85
IPI00456736;-
IPI00456827;Q5VZR2
IPI00456969;Q14204
IPI00465016;O00391
IPI00465028;-
IPI00465044;Q9P258
IPI00465045;Q9P265
IPI00465123;O43299
IPI00465178;-
IPI00465184;-
IPI00465234;P32927
IPI00465248;P06733
IPI00465255;Q96NZ9
IPI00465261;Q6P179
IPI00465315;P99999
IPI00465322;Q9BWV1
IPI00465325;Q96FE5
IPI00465363;Q96A08
IPI00465377;P84157
IPI00465436;P04040
IPI00465439;P04075
IPI00470468;Q14156
IPI00470484;Q63HQ2
IPI00470490;Q15788
IPI00470535;-
IPI00470607;Q8IXL6
IPI00470625;Q9NPD7
IPI00470766;Q68BL8
IPI00470805;Q14676
IPI00470838;Q68D51
IPI00470913;-
IPI00472249;Q92932
IPI00472332;-
IPI00472345;-
IPI00472754;Q8IZA0
IPI00472961;-
IPI00473011;P02042
IPI00473033;Q9UC07
IPI00477361;-
IPI00477468;Q6PD62
IPI00477597;P00739
IPI00477611;-
IPI00477616;-
IPI00477714;-
IPI00477747;Q6MZW2
IPI00477804;-
IPI00477868;-
IPI00477992;P02746
IPI00478003;P01023
IPI00478124;-
IPI00478414;Q9BU40
IPI00478483;-
IPI00478521;Q5EBL4
IPI00478640;Q6UWF3
IPI00478809;P12259
IPI00478816;Q9NQ38
IPI00478860;Q5SRI9
IPI00478890;Q9BQ16
IPI00478892;O94898
IPI00478986;-
IPI00478997;-
IPI00479083;-
IPI00479116;P22792
IPI00479125;O75044
IPI00479217;Q00839
IPI00479361;Q9C0J1
IPI00479514;-
IPI00479669;A0JNW5
IPI00479722;Q06323
IPI00479997;P16949
IPI00480159;Q9Y2H2
IPI00480183;-
IPI00514285;-
IPI00514517;-
IPI00514594;Q9C0B6
IPI00514622;O60518
IPI00514676;Q16653
IPI00514893;Q86T65
IPI00515041;-
IPI00549330;-
IPI00549972;Q9BT23
IPI00550115;Q92485
IPI00550162;-
IPI00550232;A4UGR9
IPI00550263;Q5VT25
IPI00550363;P37802
IPI00550364;Q96G03
IPI00550533;Q9BUN1
IPI00550558;Q8WZA1
IPI00550677;Q658N2
IPI00550720;Q0VDD7
IPI00550731;P06310
IPI00550746;Q9Y266
IPI00550792;Q9UBW5
IPI00550876;Q9BYG7
IPI00550906;Q9H0L4
IPI00550917;Q6IBS0
IPI00550949;P18075
IPI00550991;P01011
IPI00552267;-
IPI00552578;P0DJI8
IPI00552591;-
IPI00552735;-
IPI00552771;-
IPI00552852;-
IPI00552874;-
IPI00552905;Q5FWE3
IPI00552937;Q5JS37
IPI00552939;Q5VWW1
IPI00552943;-
IPI00553092;-
IPI00553138;P63027
IPI00553177;P01009
IPI00554474;-
IPI00554521;P02794
IPI00554752;P31323
IPI00554786;Q16881
IPI00554799;Q5BIV9
IPI00555600;-
IPI00555614;Q58FF7
IPI00555693;Q9BQ16
IPI00555812;P02774
IPI00556287;-
IPI00556391;-
IPI00556643;Q13275
IPI00604430;Q9BRK0
IPI00604551;Q9BWT1
IPI00604599;Q9Y3Q3
IPI00604763;Q96BY9
IPI00607580;Q7Z7M0
IPI00607600;P51693
IPI00607655;Q15375
IPI00607831;Q5TYW8
IPI00639937;-
IPI00640292;Q9Y334
IPI00640810;-
IPI00640818;Q8IY17
IPI00641181;P49006
IPI00641251;Q9NPF0
IPI00641737;P00738
IPI00642259;Q03001
IPI00642632;A0M8Q6
IPI00642645;-
IPI00642861;Q9H7Y0
IPI00643034;-
IPI00643115;-
IPI00643348;-
IPI00643667;Q9BXJ4
IPI00643920;P29401
IPI00643937;-
IPI00644025;Q7L0J3
IPI00644191;-
IPI00644231;Q7L576
IPI00644346;Q86TH1
IPI00644472;Q9H0R4
IPI00644522;-
IPI00644766;-
IPI00644840;-
IPI00645078;P22314
IPI00645089;Q9NZI2
IPI00645194;-
IPI00645206;O14917
IPI00645814;Q3KQU3
IPI00646281;-
IPI00646291;Q86V85
IPI00646304;P23284
IPI00646689;Q9BRA2
IPI00647027;-
IPI00647217;P42285
IPI00647704;-
IPI00654755;P68871
IPI00654888;P03952
IPI00655702;O94856
IPI00657699;-
IPI00657742;-
IPI00657936;Q2UY09
IPI00658025;-
IPI00658112;-
IPI00718806;A9YTQ3
IPI00718821;Q2NL68
IPI00718977;-
IPI00719505;-
IPI00719621;-
IPI00735451;-
IPI00735934;-
IPI00736860;-
IPI00736885;P01617
IPI00737429;Q6N022
IPI00737920;-
IPI00737969;-
IPI00738499;-
IPI00738920;A8MXQ7
IPI00739099;P05997
