# NetGPI 1.1	Timestamp: 20221114112446
# ID	Seq-length	Pred. GPI-Anchored	Omega-site pos.	Likelihood	Amino-acid
sp_Q008S8_ECT2L_HUMAN	904	Not GPI-Anchored	-	0.995	*
sp_Q5THR3_EFCB6_HUMAN	1501	Not GPI-Anchored	-	0.992	*
sp_A4FU69_EFCB5_HUMAN	1503	Not GPI-Anchored	-	0.996	*
sp_Q9BQ95_ECSIT_HUMAN	431	Not GPI-Anchored	-	0.987	*
sp_P0DPD8_EFCE2_HUMAN	883	Not GPI-Anchored	-	0.994	*
sp_Q9HAE3_EFCB1_HUMAN	211	Not GPI-Anchored	-	0.994	*
sp_Q3B7T1_EDRF1_HUMAN	1238	Not GPI-Anchored	-	0.979	*
sp_Q9BSW2_EFC4B_HUMAN	731	Not GPI-Anchored	-	0.984	*
sp_O60676_CST8_HUMAN	142	Not GPI-Anchored	-	0.989	*
sp_Q8N4Y2_EFC4A_HUMAN	399	Not GPI-Anchored	-	0.991	*
sp_P60608_EFC2_HUMAN	527	Not GPI-Anchored	-	0.988	*
sp_P60507_EFC1_HUMAN	584	Not GPI-Anchored	-	0.907	*
sp_P05305_EDN1_HUMAN	212	Not GPI-Anchored	-	0.995	*
sp_Q7Z589_EMSY_HUMAN	1322	Not GPI-Anchored	-	0.986	*
sp_P80162_CXCL6_HUMAN	114	Not GPI-Anchored	-	0.988	*
sp_O75530_EED_HUMAN	441	Not GPI-Anchored	-	0.984	*
sp_Q7L9B9_EEPD1_HUMAN	569	Not GPI-Anchored	-	0.995	*
sp_P00488_F13A_HUMAN	732	Not GPI-Anchored	-	0.994	*
sp_Q9NYK6_EURL_HUMAN	297	Not GPI-Anchored	-	0.977	*
sp_Q05048_CSTF1_HUMAN	431	Not GPI-Anchored	-	0.991	*
sp_O95452_CXB6_HUMAN	261	Not GPI-Anchored	-	0.986	*
sp_Q14534_ERG1_HUMAN	574	Not GPI-Anchored	-	0.957	*
sp_P05160_F13B_HUMAN	661	Not GPI-Anchored	-	0.996	*
sp_Q96LI9_CX058_HUMAN	332	Not GPI-Anchored	-	0.993	*
sp_P49238_CX3C1_HUMAN	355	Not GPI-Anchored	-	0.897	*
sp_Q96BH3_ESPB1_HUMAN	223	Not GPI-Anchored	-	0.994	*
sp_Q49AJ0_F135B_HUMAN	1406	Not GPI-Anchored	-	0.977	*
sp_Q9P2D6_F135A_HUMAN	1515	Not GPI-Anchored	-	0.920	*
sp_O94985_CSTN1_HUMAN	981	Not GPI-Anchored	-	0.993	*
sp_Q9UGL9_CRCT1_HUMAN	99	Not GPI-Anchored	-	0.984	*
sp_P07311_ACYP1_HUMAN	99	Not GPI-Anchored	-	0.996	*
sp_Q96T75_DSCR8_HUMAN	97	Not GPI-Anchored	-	0.994	*
sp_Q96GX2_A7L3B_HUMAN	97	Not GPI-Anchored	-	0.995	*
sp_Q7Z7B8_DB128_HUMAN	93	Not GPI-Anchored	-	0.470	*
sp_Q9P2X0_DPM3_HUMAN	92	Not GPI-Anchored	-	0.993	*
sp_A8MTZ0_BBIP1_HUMAN	92	Not GPI-Anchored	-	0.996	*
sp_P14854_CX6B1_HUMAN	86	Not GPI-Anchored	-	0.996	*
sp_P24310_CX7A1_HUMAN	79	Not GPI-Anchored	-	0.961	*
sp_Q96GX8_CP074_HUMAN	76	Not GPI-Anchored	-	0.993	*
sp_F7VJQ1_APRIO_HUMAN	73	Not GPI-Anchored	-	0.991	*
sp_P56385_ATP5I_HUMAN	69	Not GPI-Anchored	-	0.996	*
sp_Q30KQ9_DB110_HUMAN	67	Not GPI-Anchored	-	0.996	*
sp_A0A1B0GVM5_ETDC_HUMAN	59	Not GPI-Anchored	-	0.993	*
sp_P0DPP9_ETDB_HUMAN	59	Not GPI-Anchored	-	0.991	*
sp_Q13794_APR_HUMAN	54	Not GPI-Anchored	-	0.993	*
